Job Title;Job Location;Company;Estimate Base Salary;Low Estimate;High Estimate;Company Size;Company Type;Company Sector;Company Founded;Company Industry;Company Revenue;Company Rating;Company Friend Recommendation;Company CEO Approval;Company Number of Rater;Company Career Opportunities;Compensation and Benefits;Company Culture and Values;Company Senior Management;Company Work Life Balance;Country;State;python_yn;r_yn;sql_yn;java_yn;julia_yn;scala_yn;c_yn;c++_yn;javascript_yn;spark_yn;hadoop_yn;matlab_yn;sas_yn;git_yn;excel_yn;nosql_yn;aws_yn;mongodb_yn;cassandra_yn;hive_yn;bigml_yn;tableau_yn;powerbi_yn;nlp_yn;pytorch_yn;tensorflow_yn;mathematic_yn;statistic_yn
Analyst;Melbourne;ANZ Banking Group;95917;80000;115000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;3.7;71.0;75.0;354.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;76.0;82.0;1165.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;76.0;82.0;1165.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;76.0;82.0;1165.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;ANZ Banking Group;115631;94000;143000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;3.9;80.0;83.0;2339.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;ANZ Banking Group;115631;94000;143000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;85.0;86.0;1596.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Assistant;Melbourne;Alfred Health;62718;62000;63000;5001 to 10000 Employees;Hospital;Healthcare;1871.0;Healthcare Services & Hospitals;Unknown / Non-Applicable;4.2;93.0;77.0;28.0;4.0;3.6;4.1;4.0;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;ANZ Banking Group;115631;94000;143000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;85.0;86.0;1596.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;Victoria;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;Victoria;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Software Engineer;Australia;Indeed;212000;173000;251000;5001 to 10000 Employees;Company - Private;Information Technology;2004.0;Internet & Web Services;$2 to $5 billion (USD);4.4;90.0;94.0;1020.0;4.1;4.3;4.5;4.1;4.5;Australia;Victoria;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;NAB - National Australia Bank;105936;84000;134000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;80.0;83.0;588.0;3.8;3.5;3.8;3.4;3.9;Australia;Victoria;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1
Data Scientist;Melbourne;NAB - National Australia Bank;105936;84000;134000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;80.0;83.0;588.0;3.8;3.5;3.8;3.4;3.9;Australia;Victoria;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1
QC Analyst;Melbourne;Seqirus A CSL Company;109138;94000;126000;1001 to 5000 Employees;Company - Public;Pharmaceutical & Biotechnology;2015.0;Biotech & Pharmaceuticals;Less than $1 million (USD);3.8;72.0;92.0;75.0;3.5;3.7;3.7;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;NAB - National Australia Bank;105936;84000;134000;10000+ Employees;Company - Public;Finance;1949.0;Banking & Lending;$10+ billion (USD);3.8;80.0;83.0;588.0;3.8;3.5;3.8;3.4;3.9;Australia;Victoria;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1
Data Scientist;Melbourne;Telstra;116663;95000;144000;10000+ Employees;Company - Public;Telecommunications;1901.0;Telecommunications Services;$10+ billion (USD);3.9;79.0;79.0;1263.0;3.6;3.8;3.9;3.4;4.2;Australia;Victoria;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;Telstra;116663;95000;144000;10000+ Employees;Company - Public;Telecommunications;1901.0;Telecommunications Services;$10+ billion (USD);3.9;79.0;79.0;1263.0;3.6;3.8;3.9;3.4;4.2;Australia;Victoria;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;Telstra;116663;95000;144000;10000+ Employees;Company - Public;Telecommunications;1901.0;Telecommunications Services;$10+ billion (USD);3.9;79.0;79.0;1263.0;3.6;3.8;3.9;3.4;4.2;Australia;Victoria;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Technology Associate;Melbourne;Infosys;67439;53000;86000;5001 to 10000 Employees;Company - Public;Information Technology;1981.0;Information Technology Support Services;$10+ billion (USD);3.8;79.0;88.0;19272.0;3.8;3.0;4.0;3.5;3.7;Australia;Victoria;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Melbourne;Medpace, Inc.;67053;59000;76000;1001 to 5000 Employees;Company - Public;Pharmaceutical & Biotechnology;1992.0;Biotech & Pharmaceuticals;$100 to $500 million (USD);3.3;61.0;51.0;401.0;3.4;2.9;3.2;3.0;3.1;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Customer Relations Manager;Melbourne;Scout Talent North America;61241;59000;64000;51 to 200 Employees;Company - Private;Information Technology;1949.0;Computer Hardware Development;$10 to $25 million (USD);4.2;87.0;85.0;12.0;4.1;4.0;4.4;4.3;4.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Mulgrave;Kmart;59785;56000;64000;10000+ Employees;Subsidiary or Business Segment;Retail & Wholesale;1899.0;General Merchandise & Superstores;$5 to $10 billion (USD);3.5;62.0;65.0;1842.0;3.1;2.9;3.3;3.1;3.5;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Graduate Technology Associate;Melbourne;Infosys;67439;53000;86000;5001 to 10000 Employees;Company - Public;Information Technology;1981.0;Information Technology Support Services;$10+ billion (USD);3.8;79.0;88.0;19272.0;3.8;3.0;4.0;3.5;3.7;Australia;Victoria;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Customer Relations Manager;Melbourne;Scout Talent North America;61241;59000;64000;51 to 200 Employees;Company - Private;Information Technology;1949.0;Computer Hardware Development;$10 to $25 million (USD);4.2;87.0;85.0;12.0;4.1;4.0;4.4;4.3;4.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Research Fellow;Melbourne;CSIRO;89465;87000;92000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;Victoria;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;Murdoch Childrens Research Institute;88625;80000;97000;1001 to 5000 Employees;Non-profit Organisation;Non-profit & NGO;1949.0;Civic, Welfare & Social Services;$50 to $100 million (USD);4.2;72.0;77.9;0.0;3.9;3.8;4.2;3.5;3.5;Australia;Victoria;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Customer Relations Manager;Melbourne;Scout Talent North America;61241;59000;64000;51 to 200 Employees;Company - Private;Information Technology;1949.0;Computer Hardware Development;$10 to $25 million (USD);4.2;87.0;85.0;12.0;4.1;4.0;4.4;4.3;4.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Research Fellow;Melbourne;CSIRO;89465;87000;92000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;Victoria;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Associate Systems Analyst;Melbourne;State Street Corporation;91490;76000;110000;10000+ Employees;Company - Public;Finance;1792.0;Investment & Asset Management;$10+ billion (USD);3.4;63.0;75.0;1337.0;3.3;3.1;3.4;3.1;3.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Data Scientist;Melbourne;Catch;121491;103000;144000;1 to 50 Employees;Company - Private;Retail & Wholesale;1949.0;Office Supply & Copy Stores;Unknown / Non-Applicable;3.9;76.3;77.9;1757.8;3.7;3.6;3.9;3.5;3.8;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Graduate Research Fellow;Melbourne;CSIRO;89465;87000;92000;5001 to 10000 Employees;Government;Government & Public Administration;1926.0;National Services & Agencies;$500 million to $1 billion (USD);3.8;68.0;58.0;145.0;3.4;3.4;3.5;3.0;4.1;Australia;Victoria;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;La Trobe University;79286;77000;82000;1001 to 5000 Employees;College / University;Education;1949.0;Colleges & Universities;Unknown / Non-Applicable;3.7;56.0;61.0;33.0;3.3;3.4;3.4;3.3;3.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Associate Systems Analyst;Melbourne;State Street Corporation;91490;76000;110000;10000+ Employees;Company - Public;Finance;1792.0;Investment & Asset Management;$10+ billion (USD);3.4;63.0;75.0;1337.0;3.3;3.1;3.4;3.1;3.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
QC Analyst;Melbourne;Seqirus;109138;94000;126000;1001 to 5000 Employees;Company - Public;Pharmaceutical & Biotechnology;2015.0;Biotech & Pharmaceuticals;Less than $1 million (USD);3.8;72.0;92.0;75.0;3.5;3.7;3.7;3.4;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Machine Learning Engineer;Melbourne;Deloitte;80000;80000;80000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;Openpay Group;104757;93000;118000;201 to 500 Employees;Company - Public;Finance;2014.0;Banking & Lending;Unknown / Non-Applicable;3.7;71.0;76.0;6.0;3.3;3.6;3.6;3.4;3.7;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0
Business Analyst;Melbourne;Link Group;81289;69000;96000;1001 to 5000 Employees;Company - Public;Management & Consulting;2005.0;Research & Development;$500 million to $1 billion (USD);3.2;59.0;69.0;84.0;3.1;2.8;3.2;3.0;3.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;Finecast;84323;79000;90000;10000+ Employees;Subsidiary or Business Segment;Media & Communication;2003.0;Publishing;Unknown / Non-Applicable;3.9;79.0;79.0;328.0;3.8;3.3;3.8;3.6;3.4;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
Research Assistant;Waurn Ponds;Deakin University;68356;65000;71000;1001 to 5000 Employees;College / University;Education;1974.0;Colleges & Universities;$500 million to $1 billion (USD);4.0;69.0;64.0;103.0;3.6;3.8;3.8;3.5;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Translator;Southbank;Kraft Heinz Company;84514;82000;87000;10000+ Employees;Company - Public;Manufacturing;2015.0;Food & Beverage Manufacturing;$10+ billion (USD);3.4;59.0;71.0;702.0;3.5;3.7;3.1;2.9;2.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;University of Melbourne;90944;77000;105000;5001 to 10000 Employees;College / University;Education;1853.0;Colleges & Universities;$2 to $5 billion (USD);4.3;89.0;78.0;129.0;3.6;4.0;4.0;3.5;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Data Manager;Malvern;Cabrini Health;142618;113000;180000;1001 to 5000 Employees;Hospital;Healthcare;1950.0;Healthcare Services & Hospitals;$1 to $5 million (USD);3.8;79.0;77.9;0.0;3.6;3.1;3.7;3.2;3.4;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;Deloitte;89531;84000;95000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
Risk Manager;Melbourne;Deloitte;90554;82000;100000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;Victoria;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
Machine Learning Engineer;Melbourne;KJR;85146;85000;85000;51 to 200 Employees;Company - Private;Information Technology;1997.0;Information Technology Support Services;Unknown / Non-Applicable;4.7;62.0;100.0;2.0;5.0;5.0;5.0;5.0;5.0;Australia;Victoria;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;Finecast;84323;79000;90000;10000+ Employees;Subsidiary or Business Segment;Media & Communication;2003.0;Publishing;Unknown / Non-Applicable;3.9;79.0;79.0;328.0;3.8;3.3;3.8;3.6;3.4;Australia;Victoria;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1
Data Analyst;Melbourne;TabCorp Holdings;91378;85000;99000;1001 to 5000 Employees;Company - Public;Arts, Entertainment & Recreation;1949.0;Gambling & Betting;$2 to $5 billion (USD);3.3;55.0;70.0;1014.0;3.2;3.3;3.4;2.8;3.6;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Research Assistant;Melbourne;University of Melbourne;90944;77000;105000;5001 to 10000 Employees;College / University;Education;1853.0;Colleges & Universities;$2 to $5 billion (USD);4.3;89.0;78.0;129.0;3.6;4.0;4.0;3.5;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;University of Melbourne;90944;77000;105000;5001 to 10000 Employees;College / University;Education;1853.0;Colleges & Universities;$2 to $5 billion (USD);4.3;89.0;78.0;129.0;3.6;4.0;4.0;3.5;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Technology Specialist;Melbourne;Deloitte;72153;64000;81000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Assistant;Melbourne;Peter MacCallum Cancer Centre;79081;74000;84000;1001 to 5000 Employees;Hospital;Healthcare;1949.0;Healthcare Services & Hospitals;$100 to $500 million (USD);4.2;87.0;42.0;17.0;3.5;3.3;3.7;3.3;3.5;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chemist;Mulgrave;Agilent Technologies, Inc.;83138;72000;96000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1999.0;Biotech & Pharmaceuticals;$2 to $5 billion (USD);4.3;90.0;92.0;777.0;3.9;4.0;4.4;3.9;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Risk Manager;Melbourne;Deloitte;90554;82000;100000;10000+ Employees;Company - Private;Finance;1850.0;Accounting & Tax;$10+ billion (USD);4.0;82.0;87.0;10725.0;4.1;3.6;4.0;3.7;3.2;Australia;Victoria;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
Behavioural Specialist;Melbourne;Transport Accident Commission;114226;114000;114000;501 to 1000 Employees;Government;Government & Public Administration;1986.0;National Services & Agencies;$1 to $2 billion (USD);4.3;88.0;77.9;0.0;4.4;4.3;4.5;4.1;4.8;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Specialist;Melbourne;Tata Consultancy Services (TCS);105000;90000;120000;10000+ Employees;Company - Public;Information Technology;1968.0;Computer Hardware Development;$10+ billion (USD);3.9;76.0;87.0;30783.0;3.7;3.1;4.1;3.3;3.9;Australia;Victoria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;bp;108772;100000;118000;5001 to 10000 Employees;Company - Public;Energy, Mining, Utilities;1908.0;Energy & Utilities;$10+ billion (USD);4.0;87.0;99.0;8.0;3.5;3.6;4.0;3.7;3.9;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;Attra;97980;96000;100000;1001 to 5000 Employees;Company - Private;Information Technology;1995.0;Information Technology Support Services;Unknown / Non-Applicable;3.8;76.0;83.0;21.0;3.7;3.6;3.7;3.5;3.5;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
Research Assistant;Melbourne;University of Melbourne;90944;77000;105000;5001 to 10000 Employees;College / University;Education;1853.0;Colleges & Universities;$2 to $5 billion (USD);4.3;89.0;78.0;129.0;3.6;4.0;4.0;3.5;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;Murdoch Childrens Research Institute;86768;80000;94000;1001 to 5000 Employees;Non-profit Organisation;Non-profit & NGO;1949.0;Civic, Welfare & Social Services;$50 to $100 million (USD);4.2;72.0;77.9;0.0;3.9;3.8;4.2;3.5;3.5;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Freelance Translator;Melbourne;IQVIA;76528;59000;100000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;2017.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.0;82.0;83.0;3274.0;3.8;3.6;3.9;3.6;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;Alfred Health;59791;55000;65000;5001 to 10000 Employees;Hospital;Healthcare;1871.0;Healthcare Services & Hospitals;Unknown / Non-Applicable;4.2;93.0;77.0;28.0;4.0;3.6;4.1;4.0;4.0;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Specialist;Melbourne;JLL;70378;61000;81000;10000+ Employees;Company - Public;Real Estate;1949.0;Real Estate;$5 to $10 billion (USD);4.1;85.0;86.0;1596.0;3.7;3.5;3.9;3.5;3.6;Australia;Victoria;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Graduate Meteorologist;Melbourne;UM for BOM;57706;58000;58000;1001 to 5000 Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;Unknown / Non-Applicable;3.6;73.0;77.9;0.0;3.2;3.4;3.5;2.7;4.3;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Chemist;Mulgrave;Agilent Technologies, Inc.;83138;72000;96000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1999.0;Biotech & Pharmaceuticals;$2 to $5 billion (USD);4.3;90.0;92.0;777.0;3.9;4.0;4.4;3.9;4.2;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Medical Laboratory Tech;Melbourne;Murdoch Childrens Research Institute;67264;61000;74000;1001 to 5000 Employees;Non-profit Organisation;Non-profit & NGO;1949.0;Civic, Welfare & Social Services;$50 to $100 million (USD);4.2;72.0;77.9;0.0;3.9;3.8;4.2;3.5;3.5;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Researcher IV;Australia;Australian Government Department of Defence;82842;70000;96000;10000+ Employees;Government;Government & Public Administration;1949.0;National Services & Agencies;$10+ billion (USD);3.9;85.0;77.9;0.0;3.9;3.7;3.7;3.3;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Research Assistant;Melbourne;Murdoch Childrens Research Institute;88625;80000;97000;1001 to 5000 Employees;Non-profit Organisation;Non-profit & NGO;1949.0;Civic, Welfare & Social Services;$50 to $100 million (USD);4.2;72.0;77.9;0.0;3.9;3.8;4.2;3.5;3.5;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Analyst;Melbourne;Attra;97980;96000;100000;1001 to 5000 Employees;Company - Private;Information Technology;1995.0;Information Technology Support Services;Unknown / Non-Applicable;3.8;76.0;83.0;21.0;3.7;3.6;3.7;3.5;3.5;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
Lead Quality Manager;Melbourne;Mercer;89443;80000;100000;10000+ Employees;Subsidiary or Business Segment;Management & Consulting;1945.0;Business Consulting;$2 to $5 billion (USD);3.9;79.0;84.0;880.0;3.7;3.4;3.9;3.5;3.5;Australia;Victoria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);4.0;81.0;86.0;52.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;76.0;82.0;1165.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;ANZ Banking Group;115631;94000;143000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;85.0;86.0;1596.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clinical Research Associate;Mulgrave;Bristol Myers Squibb;96555;79000;118000;10000+ Employees;Company - Public;Pharmaceutical & Biotechnology;1858.0;Biotech & Pharmaceuticals;$10+ billion (USD);3.9;76.0;82.0;1165.0;3.6;3.9;3.8;3.5;3.7;Australia;Victoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data Scientist;Melbourne;ANZ Banking Group;115631;94000;143000;10000+ Employees;Company - Public;Finance;1835.0;Banking & Lending;Unknown / Non-Applicable;4.1;85.0;86.0;1596.0;3.9;3.7;4.1;3.7;4.0;Australia;Victoria;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
